USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME
root           215     2       0      0 0                   0 S [diag_wq]
root           216     2       0      0 0                   0 S [DIAG_USB_diag]
root           217     2       0      0 0                   0 S [diag_cntl_wq]
root           218     2       0      0 0                   0 S [diag_dci_wq]
root           219     2       0      0 0                   0 S [DIAG_SOCKMODEM_]
root           220     2       0      0 0                   0 S [DIAG_SOCKMODEM_]
root           221     2       0      0 0                   0 S [DIAG_SOCKMODEM_]
root           222     2       0      0 0                   0 S [DIAG_SOCKMODEM_]
root           223     2       0      0 0                   0 S [DIAG_SOCKMODEM_]
root           224     2       0      0 0                   0 S [DIAG_SOCKLPASS_]
root           225     2       0      0 0                   0 S [DIAG_SOCKLPASS_]
root           226     2       0      0 0                   0 S [DIAG_SOCKLPASS_]
root           227     2       0      0 0                   0 S [DIAG_SOCKLPASS_]
root           228     2       0      0 0                   0 S [DIAG_SOCKLPASS_]
root           229     2       0      0 0                   0 S [DIAG_SOCKWCNSS_]
root           230     2       0      0 0                   0 S [DIAG_SOCKWCNSS_]
root           231     2       0      0 0                   0 S [DIAG_SOCKWCNSS_]
root           232     2       0      0 0                   0 S [DIAG_SOCKWCNSS_]
root           233     2       0      0 0                   0 S [DIAG_SOCKWCNSS_]
root           234     2       0      0 0                   0 S [DIAG_SOCKSENSOR]
root           235     2       0      0 0                   0 S [DIAG_SOCKSENSOR]
root           236     2       0      0 0                   0 S [DIAG_SOCKSENSOR]
root           237     2       0      0 0                   0 S [DIAG_SOCKSENSOR]
root           238     2       0      0 0                   0 S [DIAG_SOCKSENSOR]
root           239     2       0      0 0                   0 S [DIAG_SOCKDIAG_C]
root           240     2       0      0 0                   0 S [DIAG_SOCKDIAG_D]
root           241     2       0      0 0                   0 S [DIAG_SOCKDIAG_C]
root           242     2       0      0 0                   0 S [DIAG_SOCKDIAG_D]
root           243     2       0      0 0                   0 S [DIAG_SOCKDIAG_D]
root           244     2       0      0 0                   0 S [DIAG_SOCKCDSP_C]
root           245     2       0      0 0                   0 S [DIAG_SOCKCDSP_D]
root           246     2       0      0 0                   0 S [DIAG_SOCKCDSP_C]
root           247     2       0      0 0                   0 S [DIAG_SOCKCDSP_D]
root           248     2       0      0 0                   0 S [DIAG_SOCKCDSP_D]
root           249     2       0      0 0                   0 S [DIAG_CNTL_SOCKE]
root           250     2       0      0 0                   0 S [DIAG_GLINK_DIAG]
root           251     2       0      0 0                   0 S [DIAG_GLINK_DIAG]
root           252     2       0      0 0                   0 S [DIAG_GLINK_DIAG]
root           253     2       0      0 0                   0 S [DIAG_GLINK_DIAG]
root           254     2       0      0 0                   0 S [DIAG_GLINK_DIAG]
root           256     2       0      0 0                   0 S [kgsl-workqueue]
root           257     2       0      0 0                   0 S [kgsl-mementry]
root           258     2       0      0 0                   0 S [kgsl_worker_thr]
root           260     2       0      0 0                   0 S [bioset]
root           261     2       0      0 0                   0 S [bioset]
root           262     2       0      0 0                   0 S [bioset]
root           263     2       0      0 0                   0 S [bioset]
root           264     2       0      0 0                   0 S [bioset]
root           265     2       0      0 0                   0 S [bioset]
root           266     2       0      0 0                   0 S [bioset]
root           267     2       0      0 0                   0 S [bioset]
root           268     2       0      0 0                   0 S [bioset]
root           269     2       0      0 0                   0 S [bioset]
root           270     2       0      0 0                   0 S [bioset]
root           271     2       0      0 0                   0 S [bioset]
root           272     2       0      0 0                   0 S [bioset]
root           273     2       0      0 0                   0 S [bioset]
root           275     2       0      0 0                   0 S [bioset]
root           276     2       0      0 0                   0 S [bioset]
root           277     2       0      0 0                   0 S [bioset]
root           278     2       0      0 0                   0 S [irq/376-arm-smm]
root           279     2       0      0 0                   0 S [bioset]
root           280     2       0      0 0                   0 S [bioset]
root           281     2       0      0 0                   0 S [irq/377-arm-smm]
root           282     2       0      0 0                   0 S [bioset]
root           283     2       0      0 0                   0 S [bioset]
root           284     2       0      0 0                   0 S [bioset]
root           285     2       0      0 0                   0 S [bioset]
root           286     2       0      0 0                   0 S [bioset]
root           287     2       0      0 0                   0 S [bioset]
root           288     2       0      0 0                   0 S [bioset]
root           289     2       0      0 0                   0 S [bioset]
root           290     2       0      0 0                   0 S [bioset]
root           291     2       0      0 0                   0 S [bioset]
root           292     2       0      0 0                   0 S [irq/388-arm-smm]
root           293     2       0      0 0                   0 S [bioset]
root           294     2       0      0 0                   0 S [bioset]
root           295     2       0      0 0                   0 S [bioset]
root           296     2       0      0 0                   0 S [bioset]
root           298     2       0      0 0                   0 S [qseecom-unreg-l]
root           299     2       0      0 0                   0 S [irq/394-arm-smm]
root           300     2       0      0 0                   0 S [memory_wq]
root           301     2       0      0 0                   0 S [irq/378-arm-smm]
root           303     2       0      0 0                   0 S [irq/395-arm-smm]
root           304     2       0      0 0                   0 S [crtc_commit:97]
root           305     2       0      0 0                   0 S [crtc_event:97]
root           306     2       0      0 0                   0 S [crtc_commit:150]
root           307     2       0      0 0                   0 S [crtc_event:150]
root           308     2       0      0 0                   0 S [pp_event]
root           309     2       0      0 0                   0 S [qcrypto_seq_res]
root           310     2       0      0 0                   0 S [irq/396-arm-smm]
root           331     2       0      0 0                   0 S [spi32766]
root           332     2       0      0 0                   0 S [spi32765]
root           333     2       0      0 0                   0 S [spi32764]
root           334     2       0      0 0                   0 S [bond0]
root           335     2       0      0 0                   0 S [sharedmem_qmi_w]
root           336     2       0      0 0                   0 S [qmi_hndl0000000]
root           337     2       0      0 0                   0 S [kgsl-events]
root           338     2       0      0 0                   0 S [kgsl_devfreq_wq]
root           343     2       0      0 0                   0 S [uether]
root           344     2       0      0 0                   0 S [k_ipa_usb]
root           347     2       0      0 0                   0 S [irq/268-soc:fp_]
root           348     2       0      0 0                   0 S [kdbgd]
root           349     2       0      0 0                   0 S [msm_vidc_worker]
root           350     2       0      0 0                   0 S [pm_workerq_venu]
root           351     2       0      0 0                   0 S [irq/397-arm-smm]
root           352     2       0      0 0                   0 S [irq/398-arm-smm]
root           353     2       0      0 0                   0 S [irq/399-arm-smm]
root           354     2       0      0 0                   0 S [irq/400-arm-smm]
root           355     2       0      0 0                   0 S [rot_commitq_0_0]
root           356     2       0      0 0                   0 S [rot_commitq_0_1]
root           357     2       0      0 0                   0 S [rot_doneq_0_0]
root           358     2       0      0 0                   0 S [rot_doneq_0_1]
root           359     2       0      0 0                   0 S [rot_fenceq_0_0]
root           360     2       0      0 0                   0 S [rot_fenceq_0_1]
root           361     2       0      0 0                   0 S [rot_fenceq_0_2]
root           362     2       0      0 0                   0 S [rot_fenceq_0_3]
root           363     2       0      0 0                   0 S [rot_fenceq_0_4]
root           364     2       0      0 0                   0 S [rot_fenceq_0_5]
root           365     2       0      0 0                   0 S [rot_fenceq_0_6]
root           366     2       0      0 0                   0 S [rot_fenceq_0_7]
root           367     2       0      0 0                   0 S [rot_fenceq_0_8]
root           368     2       0      0 0                   0 S [rot_fenceq_0_9]
root           369     2       0      0 0                   0 S [rot_fenceq_0_10]
root           370     2       0      0 0                   0 S [rot_fenceq_0_11]
root           371     2       0      0 0                   0 S [rot_fenceq_0_12]
root           372     2       0      0 0                   0 S [rot_fenceq_0_13]
root           373     2       0      0 0                   0 S [rot_fenceq_0_14]
root           374     2       0      0 0                   0 S [rot_fenceq_0_15]
root           376     2       0      0 0                   0 S [cam-cpas]
root           377     2       0      0 0                   0 S [qcom,cam_virtua]
root           378     2       0      0 0                   0 S [irq/401-arm-smm]
root           379     2       0      0 0                   0 S [qcom,cam170-cpa]
root           380     2       0      0 0                   0 S [irq/402-arm-smm]
root           381     2       0      0 0                   0 S [cam_cci_wq]
root           382     2       0      0 0                   0 S [cam_cci_wq]
root           383     2       0      0 0                   0 S [irq/403-arm-smm]
root           384     2       0      0 0                   0 S [irq/404-arm-smm]
root           385     2       0      0 0                   0 S [irq/405-arm-smm]
root           386     2       0      0 0                   0 S [irq/406-arm-smm]
root           387     2       0      0 0                   0 S [irq/606-chg-err]
root           388     2       0      0 0                   0 S [irq/607-chg-sta]
root           389     2       0      0 0                   0 S [irq/611-otg-fai]
root           390     2       0      0 0                   0 S [irq/612-otg-ove]
root           391     2       0      0 0                   0 S [irq/613-otg-oc-]
root           392     2       0      0 0                   0 S [irq/614-testmod]
root           393     2       0      0 0                   0 S [irq/615-bat-tem]
root           394     2       0      0 0                   0 S [irq/616-bat-ocp]
root           395     2       0      0 0                   0 S [irq/617-bat-ov]
root           396     2       0      0 0                   0 S [irq/618-bat-low]
root           397     2       0      0 0                   0 S [irq/619-bat-the]
root           398     2       0      0 0                   0 S [irq/620-bat-ter]
root           399     2       0      0 0                   0 S [irq/621-usbin-c]
root           400     2       0      0 0                   0 S [irq/622-usbin-l]
root           401     2       0      0 0                   0 S [irq/623-usbin-u]
root           402     2       0      0 0                   0 S [irq/624-usbin-o]
root           403     2       0      0 0                   0 S [irq/625-usbin-p]
root           404     2       0      0 0                   0 S [irq/626-usbin-s]
root           405     2       0      0 0                   0 S [irq/627-usbin-i]
root           406     2       0      0 0                   0 S [irq/628-type-c-]
root           407     2       0      0 0                   0 S [irq/629-dcin-co]
root           408     2       0      0 0                   0 S [irq/630-dcin-lt]
root           409     2       0      0 0                   0 S [irq/631-dcin-uv]
root           410     2       0      0 0                   0 S [irq/632-dcin-ov]
root           411     2       0      0 0                   0 S [irq/633-dcin-pl]
root           412     2       0      0 0                   0 S [irq/634-div2-en]
root           413     2       0      0 0                   0 S [irq/635-dcin-ic]
root           414     2       0      0 0                   0 S [irq/637-wdog-ba]
root           415     2       0      0 0                   0 S [irq/638-aicl-fa]
root           416     2       0      0 0                   0 S [irq/639-aicl-do]
root           417     2       0      0 0                   0 S [irq/640-high-du]
root           418     2       0      0 0                   0 S [irq/641-input-c]
root           419     2       0      0 0                   0 S [irq/642-tempera]
root           420     2       0      0 0                   0 S [irq/643-switche]
root           421     2       0      0 0                   0 S [irq/93-bcl-high]
root           422     2       0      0 0                   0 S [irq/95-bcl-low-]
root           423     2       0      0 0                   0 S [irq/473-limits_]
root           425     2       0      0 0                   0 S [irq/474-limits_]
root           426     2       0      0 0                   0 S [qmi_tmd_wq]
root           427     2       0      0 0                   0 S [dm_bufio_cache]
root           428     2       0      0 0                   0 S [irq/59-KRYO3XX ]
root           429     2       0      0 0                   0 S [mmc_clk_gate/mm]
root           430     2       0      0 0                   0 S [irq/131-7c4000.]
root           431     2       0      0 0                   0 S [irq/130-mmc0]
root           432     2       0      0 0                   0 S [irq/407-arm-smm]
root           433     2       0      0 0                   0 S [uaudio_svc]
root           434     2       0      0 0                   0 S [qmi_hndl0000000]
root           435     2       0      0 0                   0 S [irq/226-cs35l36]
root           436     2       0      0 0                   0 S [irq/227-cs35l36]
root           438     2       0      0 0                   0 S [bioset]
root           439     2       0      0 0                   0 S [sdhci_msm_pm_qo]
root           440     2       0      0 0                   0 D [mmc-cmdqd/0]
root           441     2       0      0 0                   0 S [bioset]
root           442     2       0      0 0                   0 S [mmcqd/0rpmb]
root           443     2       0      0 0                   0 S [apr_driver]
root           444     2       0      0 0                   0 S [ipv6_addrconf]
root           445     2       0      0 0                   0 S [irq/646-adsp]
root           447     2       0      0 0                   0 S [sysmon_wq]
root           448     2       0      0 0                   0 S [irq/742-cdsp]
root           449     2       0      0 0                   0 S [irq/710-modem]
root           456     2       0      0 0                   0 S [irq/85-sig-tx]
root           457     2       0      0 0                   0 S [irq/86-sig-rx]
root           458     2       0      0 0                   0 S [usbpd0]
root           459     2       0      0 0                   0 S [usbpd0]
root           460     2       0      0 0                   0 S [irq/902-soc-upd]
root           461     2       0      0 0                   0 S [irq/903-soc-rea]
root           462     2       0      0 0                   0 S [irq/904-bsoc-de]
root           463     2       0      0 0                   0 S [irq/905-msoc-de]
root           464     2       0      0 0                   0 S [irq/906-msoc-lo]
root           465     2       0      0 0                   0 S [irq/907-msoc-em]
root           466     2       0      0 0                   0 S [irq/908-msoc-hi]
root           467     2       0      0 0                   0 S [irq/909-msoc-fu]
root           468     2       0      0 0                   0 S [irq/910-vbatt-p]
root           469     2       0      0 0                   0 S [irq/911-vbatt-l]
root           470     2       0      0 0                   0 S [irq/912-esr-del]
root           471     2       0      0 0                   0 S [irq/913-batt-mi]
root           472     2       0      0 0                   0 S [irq/914-batt-te]
root           473     2       0      0 0                   0 S [irq/915-ima-rdy]
root           474     2       0      0 0                   0 S [irq/916-mem-xcp]
root           475     2       0      0 0                   0 S [irq/917-dma-gra]
root           476     2       0      0 0                   0 S [irq/450-pwr_eve]
root           477     2       0      0 0                   0 S [irq/449-dp_hs_p]
root           478     2       0      0 0                   0 S [irq/452-dm_hs_p]
root           479     2       0      0 0                   0 S [irq/451-ss_phy_]
root           480     2       0      0 0                   0 S [irq/387-arm-smm]
root           481     2       0      0 0                   0 S [usb_bam_wq]
root           491     2       0      0 0                   0 S [rq_stats]
root           493     2       0      0 0                   0 S [irq/408-arm-smm]
root           494     2       0      0 0                   0 S [irq/409-arm-smm]
root           495     2       0      0 0                   0 S [irq/410-arm-smm]
root           496     2       0      0 0                   0 S [irq/411-arm-smm]
root           497     2       0      0 0                   0 S [irq/412-arm-smm]
root           498     2       0      0 0                   0 S [irq/413-arm-smm]
root           499     2       0      0 0                   0 S [irq/414-arm-smm]
root           500     2       0      0 0                   0 S [irq/415-arm-smm]
root           501     2       0      0 0                   0 S [irq/416-arm-smm]
root           502     2       0      0 0                   0 S [irq/417-arm-smm]
root           503     2       0      0 0                   0 S [irq/418-arm-smm]
root           504     2       0      0 0                   0 S [irq/419-arm-smm]
root           506     2       0      0 0                   0 S [sb-3]
root           507     2       0      0 0                   0 S [ngd_rx_thread3]
root           508     2       0      0 0                   0 S [ngd_notify_sl3]
root           509     2       0      0 0                   0 S [irq/109-qpnp_fl]
root           510     2       0      0 0                   0 S [irq/108-qpnp_fl]
root           511     2       0      0 0                   0 S [irq/107-qpnp_fl]
root           514     2       0      0 0                   0 S [kdmflush]
root           515     2       0      0 0                   0 S [bioset]
root           517     2       0      0 0                   0 S [kdmflush]
root           518     2       0      0 0                   0 S [bioset]
root           520     2       0      0 0                   0 S [kdmflush]
root           521     2       0      0 0                   0 S [bioset]
root           522     2       0      0 0                   0 S [jbd2/mmcblk0p66]
root           523     2       0      0 0                   0 S [ext4-rsv-conver]
root           526     2       0      0 0                   0 S [kdmflush]
root           527     2       0      0 0                   0 S [bioset]
root           528     2       0      0 0                   0 S [kverityd]
root           529     2       0      0 0                   0 S [bioset]
root           530     2       0      0 0                   0 S [bioset]
root           531     2       0      0 0                   0 S [bioset]
root           533     2       0      0 0                   0 S [ext4-rsv-conver]
root           534     2       0      0 0                   0 S [kworker/u16:4]
root           538     2       0      0 0                   0 S [kdmflush]
root           539     2       0      0 0                   0 S [bioset]
root           540     2       0      0 0                   0 S [kverityd]
root           541     2       0      0 0                   0 S [bioset]
root           542     2       0      0 0                   0 S [bioset]
root           543     2       0      0 0                   0 S [bioset]
root           547     2       0      0 0                   0 S [kworker/u16:8]
root           548     2       0      0 0                   0 S [ext4-rsv-conver]
root           550     2       0      0 0                   0 S [kdmflush]
root           551     2       0      0 0                   0 S [bioset]
root           552     2       0      0 0                   0 S [kverityd]
root           553     2       0      0 0                   0 S [bioset]
root           554     2       0      0 0                   0 S [bioset]
root           555     2       0      0 0                   0 S [bioset]
root           556     2       0      0 0                   0 S [ext4-rsv-conver]
root           557     2       0      0 0                   0 S [jbd2/mmcblk0p48]
root           558     2       0      0 0                   0 S [ext4-rsv-conver]
root           559     1   39212    568 0                   0 S init
root           560     1   38824    480 0                   0 S init
root           562     1   41384   1380 0                   0 S ueventd
root           574     2       0      0 0                   0 S [loop0]
root           575     2       0      0 0                   0 S [ext4-rsv-conver]
root           576     2       0      0 0                   0 S [loop1]
root           577     2       0      0 0                   0 S [ext4-rsv-conver]
logd           578     1  163368   3900 0                   0 S logd
system         579     1   35572   1292 0                   0 S servicemanager
system         580     1   42816   2072 0                   0 S hwservicemanager
system         581     1   36228    584 0                   0 S vndservicemanager
system         582     1  185752    504 0                   0 S qseecomd
system         583     1   38884    924 0                   0 S android.hardware.keymaster@4.0-service-qti
hsm            584     1  113168    732 0                   0 S citadeld
hsm            585     1   44332    692 0                   0 S android.hardware.keymaster@4.0-service.citadel
root           587     2       0      0 0                   0 S [sugov:0]
root           588     2       0      0 0                   0 S [sugov:6]
root           592     1  237968    864 0                   0 S vold
root           597     2       0      0 0                   0 S [kauditd]
root           610     2       0      0 0                   0 S [tbn_event_proce]
root           619     1   37384    776 0                   0 S android.hardware.boot@1.0-service
system         620     1   37600    756 0                   0 S android.hardware.gatekeeper@1.0-service-qti
system         623     1  351344  12884 0                   0 S surfaceflinger
root           624     2       0      0 0                   0 S [dsx_rebuild_wor]
root           626     2       0      0 0                   0 S [dsx_exp_workque]
system         628     1  187948   2560 0                   0 S android.hardware.graphics.composer@2.2-service
system         629     1   93752    708 0                   0 S android.hardware.configstore@1.1-service
system         630     1   95316   1272 0                   0 S vendor.qti.hardware.display.allocator@1.0-service
root           652     2       0      0 0                   0 S [kdmflush]
root           653     2       0      0 0                   0 S [bioset]
root           661     2       0      0 0                   0 S [kworker/4:1H]
root           664     2       0      0 0                   0 S [irq/379-arm-smm]
root           669     2       0      0 0                   0 S [f2fs_flush-253:]
root           670     2       0      0 0                   0 S [f2fs_discard-25]
root           674     2       0      0 0                   0 S [f2fs_gc-253:6]
system         676     1  164712    740 0                   0 S time_daemon
root           698     2       0      0 0                   0 S [fwu_workqueue]
root           700     2       0      0 0                   0 S [test_report_wor]
root           702     1   84680    760 0                   0 S apexd
root           704     2       0      0 0                   0 S [loop2]
root           707     2       0      0 0                   0 S [cds_recovery_wo]
root           708     2       0      0 0                   0 S [wlan_logging_th]
root           713     2       0      0 0                   0 S [kdmflush]
root           714     2       0      0 0                   0 S [bioset]
root           715     2       0      0 0                   0 S [kverityd]
root           716     2       0      0 0                   0 S [bioset]
root           717     2       0      0 0                   0 S [ext4-rsv-conver]
root           719     2       0      0 0                   0 S [loop3]
root           726     2       0      0 0                   0 S [kdmflush]
root           727     2       0      0 0                   0 S [bioset]
root           728     2       0      0 0                   0 S [kverityd]
root           729     2       0      0 0                   0 S [bioset]
root           731     2       0      0 0                   0 S [ext4-rsv-conver]
root           732     2       0      0 0                   0 S [loop4]
root           741     2       0      0 0                   0 S [kdmflush]
root           742     2       0      0 0                   0 S [bioset]
root           743     2       0      0 0                   0 S [kverityd]
root           744     2       0      0 0                   0 S [bioset]
root           750     2       0      0 0                   0 S [ext4-rsv-conver]
root           751     2       0      0 0                   0 S [loop5]
root           757     2       0      0 0                   0 S [kdmflush]
root           759     2       0      0 0                   0 S [bioset]
root           760     2       0      0 0                   0 S [kverityd]
root           761     2       0      0 0                   0 S [bioset]
root           766     2       0      0 0                   0 S [ext4-rsv-conver]
root           768     2       0      0 0                   0 S [loop6]
root           770     2       0      0 0                   0 S [kdmflush]
root           771     2       0      0 0                   0 S [bioset]
root           772     2       0      0 0                   0 S [kverityd]
root           773     2       0      0 0                   0 S [bioset]
root           774     2       0      0 0                   0 S [ext4-rsv-conver]
root           775     2       0      0 0                   0 S [loop7]
root           777     2       0      0 0                   0 S [ext4-rsv-conver]
root           778     2       0      0 0                   0 S [loop8]
root           779     2       0      0 0                   0 S [ext4-rsv-conver]
root           786     1  358836   2164 0                   0 S netd
root           789     2       0      0 0                   0 S [irq/420-arm-smm]
root           790     2       0      0 0                   0 S [irq/421-arm-smm]
root           791     2       0      0 0                   0 S [irq/422-arm-smm]
root           795     2       0      0 0                   0 S [ipa_interrupt_w]
root           796     2       0      0 0                   0 S [ipawq36]
root           797     2       0      0 0                   0 S [iparepwq36]
root           798     2       0      0 0                   0 S [ipawq33]
root           799     2       0      0 0                   0 S [iparepwq33]
root           800     2       0      0 0                   0 S [ipawq32]
root           801     2       0      0 0                   0 S [iparepwq32]
root           802     2       0      0 0                   0 S [ipa_ut_dbgfs]
root           803     2       0      0 0                   0 S [ipa_A7_svc]
root           805     2       0      0 0                   0 S [qmi_hndl0000000]
root           806     2       0      0 0                   0 S [clnt_req]
root           807     2       0      0 0                   0 S [clnt_req]
root           808     2       0      0 0                   0 S [clnt_resp]
root           819     1 5411768  28704 0                   0 S zygote64
root           820     1 1731164  22304 0                   0 S zygote
root           823     2       0      0 0                   0 S [at_usb0]
root           824     2       0      0 0                   0 S [at_usb1]
root           825     2       0      0 0                   0 S [qdss]
system         826     1   38060   1672 0                   0 S android.hidl.allocator@1.0-service
system         827     1   96268   1604 0                   0 S android.system.suspend@1.0-service
system         828     1  102700   1428 0                   0 S android.hardware.neuralnetworks@1.0-service-paintbox
audioserver    829     1   57736    120 0                   0 S android.hardware.audio@2.0-service
hsm            830     1   43524   1296 0                   0 S android.hardware.authsecret@1.0-service.citadel
bluetooth      831     1  132984   1336 0                   0 S android.hardware.bluetooth@1.0-service-qti
cameraserver   832     1  936932   1748 0                   0 S android.hardware.camera.provider@2.4-service_64
media          833     1   14716    184 0                   0 S android.hardware.cas@1.1-service
nobody         835     1   43472   1320 0                   0 S android.hardware.confirmationui@1.0-service-bonito
system         836     1 2162168   1348 0                   0 S android.hardware.contexthub@1.0-service
media          837     1   61156   1384 0                   0 S android.hardware.drm@1.0-service
media          838     1   61696   1284 0                   0 S android.hardware.drm@1.2-service.clearkey
media          839     1  121340   1164 0                   0 S android.hardware.drm@1.2-service.widevine
system         840     1   37248   1308 0                   0 S android.hardware.dumpstate@1.0-service.bonito
gps            841     1  281788   1208 0                   0 S android.hardware.gnss@1.1-service-qti
